Pagado,Fecha de Pago,Metodo de pago,Enviado/Entregado,%,# sin pagarse,Mes,Folio de Factura,Timestamp,Folio de factura / remision,Comentarios,Nombre Tienda,(A1-CC-01) Power Bites sabor Coffee & Chocolate,(A1-MC-01)Power Bites sabor Melted Cacao,(A2-PB-01) Barra: Peanut Butter Bomb,(A2-CF-01) Barra: Chocolate Fudge,(A2-CC-01) Barra: Coffee & chocolate,(A2-CB-01) Barra: Coconut Blueberry,(A2-MC-01) Barra: Manzana y Canela,(4-PACK) MINI SUMMIT BAR SABOR COCONUT BLUEBERRY,(4-PACK) MINI SUMMIT BAR SABOR MANZANA CANELA ,(4-PACK) MINI SUMMIT BAR SABOR PEANUT BUTTER ,Subtotal (antes de impuestos),Monto total de la vanta ,Pz vendidas,Fecha de Creacion de Pedido,Fecha de vencimiento,Tipo de Cliente,Días Crédito,,Días de crédito limpios,Fecha base MDY,,,,,,,
TRUE,03/25/2026,Transferencia,TRUE,,4,3,,3/23/2026 17:20:00,MB1600,WIX 10412 - Gabriel Gómez | PayPal,www.mountainbites.mx,0,0,10,0,0,10,0,0,0,0.00,$649.11,$838.50,20,,04/07/2026,Ecomerce,15,,15.00,3/23/2026,,,,,,,
TRUE,06/04/2026,Transferencia,TRUE,,0,3,,3/23/2026 18:03:00,MB1601,ADAMANTA ESCANDON,Adamanta Escandon,20,20,40,30,20,50,40,0,0,0.00,"$6,211.10","$6,939.99",220,,04/22/2026,Minorista,30,,30.00,3/23/2026,,,,,,,
TRUE,03/23/2026,Transferencia,TRUE,,0,3,,3/23/2026 18:06:00,MB1602,,Tatehuari Experience,0,0,0,20,20,0,0,0,0,0.00,"$1,076.60","$1,336.73",40,,04/22/2026,Minorista,30,,30.00,3/23/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/24/2026 10:10:00,R1619,FRESKO RAFAEL SANZIO,La Comer,0,0,30,30,30,30,30,0,0,0.00,"$4,037.25","$4,360.23",150,,05/23/2026,Supermercados,60,,60.00,3/24/2026,,,,,,,
TRUE,03/27/2026,Transferencia,TRUE,,4,3,,3/24/2026 16:36:00,MB1603,WIX 10413 - Fabián Uribarren | Credit/Debit Cards,www.mountainbites.mx,0,0,10,0,0,0,10,0,0,0.00,$581.25,$697.75,20,,04/08/2026,Ecomerce,15,,15.00,3/24/2026,,,,,,,
FALSE,,,TRUE,,114,3,,3/24/2026 16:44:00,R1620,ML 2000012192031031 - Pedro Alonso Solis Camara Diaz | Envío con Full,Mercado Libre,0,0,0,10,0,0,0,0,0,0.00,$277.27,$299.45,10,,03/24/2026,Ecomerce,0,,0.00,3/24/2026,,,,,,,
FALSE,,,TRUE,,114,3,,3/24/2026 16:44:00,R1621,ML 2000012193101985 - Javier Angelares | Envío con Full,Mercado Libre,0,0,0,0,0,0,10,0,0,0.00,$273.76,$295.66,10,,03/24/2026,Ecomerce,0,,0.00,3/24/2026,,,,,,,
TRUE,3/25/2026,Transferencia,TRUE,,0,3,,3/24/2026 16:45:00,R1622,facturado bajo 1056,MAHO CLINIC,10,0,0,0,0,0,0,0,0,0.00,$341.60,$450.13,10,,03/24/2026,Minorista,0,,0.00,3/24/2026,,,,,,,
TRUE,06/04/2026,Transferencia,TRUE,,1,3,,3/24/2026 16:48:00,MB1604,,Adamanta Gonzalitos,0,0,30,20,10,30,10,0,0,0.00,"$2,691.50","$2,906.82",100,,04/23/2026,Minorista,30,,30.00,3/24/2026,,,,,,,
FALSE,,,TRUE,,1,3,,3/24/2026 17:06:00,MB1605,,Rosewoods Hotels,0,0,10,10,0,10,0,0,0,0.00,$807.45,"$1,046.05",30,,04/23/2026,Minorista,30,,30.00,3/24/2026,,,,,,,
FALSE,,,TRUE,,114,3,,3/25/2026 15:56:00,R1623,ML 2000012202239097 - Enrique Cordova Novion | Envío con Full,Mercado Libre,0,0,0,0,0,0,0,0,0,24.00,$434.47,$469.23,24,,03/25/2026,Ecomerce,0,,0.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,114,3,,3/25/2026 15:56:00,R1624,ML 2000012201880097 - Jose Antonio Sandoval | Envío con Full,Mercado Libre,0,0,0,10,0,10,0,0,0,0.00,$539.94,$583.14,20,,03/25/2026,Ecomerce,0,,0.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/25/2026 16:09:00,1048,CITY MARKET GOMEZ MORIN MTY,La Comer,0,0,20,10,10,20,20,0,0,0.00,"$2,153.20","$2,325.46",80,,05/24/2026,Supermercados,60,,60.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/25/2026 16:18:00,1049,Fresko La Rioja,La Comer,0,0,20,20,20,20,20,0,0,0.00,"$2,691.50","$2,906.82",100,,05/24/2026,Supermercados,60,,60.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/25/2026 16:25:00,1050,Fresko Midtown,La Comer,0,0,20,20,20,20,20,0,0,0.00,"$2,691.50","$2,906.82",100,,05/24/2026,Supermercados,60,,60.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/25/2026 16:32:00,1051,FRESKO SANIA,La Comer,0,0,10,10,10,10,10,0,0,0.00,"$1,345.75","$1,453.41",50,,05/24/2026,Supermercados,60,,60.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/25/2026 16:41:00,1052,FRESKO VALLE REAL,La Comer,0,0,10,10,10,10,10,0,0,0.00,"$1,345.75","$1,453.41",50,,05/24/2026,Supermercados,60,,60.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/25/2026 16:49:00,1053,CITY MARKET PLAZA PATRIA,La Comer,0,0,10,10,10,10,10,0,0,0.00,"$1,345.75","$1,453.41",50,,05/24/2026,Supermercados,60,,60.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,9,3,,3/25/2026 17:12:00,MB1606,,Promotora saludanat,0,0,120,40,0,80,0,0,0,0.00,"$6,135.48","$6,626.32",240,,05/09/2026,Conveniencia,45,,45.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,5,3,,3/25/2026 17:44:00,MB1607,SUPER ROMA HERRADURA,Super Roma,0,10,0,0,0,0,0,60,0,0.00,"$1,030.81","$1,113.27",70,,04/24/2026,Minorista,30,,30.00,3/25/2026,,,,,,,
FALSE,,,TRUE,,5,3,,3/25/2026 17:45:00,MB1608,SUPER ROMA TEC,Super Roma,10,20,0,0,0,0,0,0,0,0.00,$815.79,$881.05,30,,04/24/2026,Minorista,30,,30.00,3/25/2026,,,,,,,
TRUE,04/30/2026,Transferencia,TRUE,,1,3,,3/26/2026 12:04:00,MB1609,,Rockera Muro de Escalada,0,0,20,20,20,10,20,0,0,0.00,"$2,691.50","$3,080.82",90,,04/25/2026,Minorista,30,,30.00,3/26/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/26/2026 12:51:00,1054,City Market Lopez Mateos,La Comer,0,0,20,10,20,20,20,0,0,0.00,"$2,422.35","$2,616.14",90,,05/25/2026,Supermercados,60,,60.00,3/26/2026,,,,,,,
FALSE,,,TRUE,,5,3,,3/26/2026 13:01:00,MB1610,SUPER ROMA CUMBRES,Super Roma,10,10,10,10,0,0,0,0,0,0.00,"$1,060.00","$1,144.80",40,,04/25/2026,Minorista,30,,30.00,3/26/2026,,,,,,,
FALSE,,,TRUE,,114,3,,3/27/2026 10:29:00,R1625,ML 2000012228610561 - Brayan Rebolledo Boreta | Envío con Full,Mercado Libre,0,0,0,0,10,0,0,0,0,0.00,$148.37,$160.24,10,,03/27/2026,Ecomerce,0,,0.00,3/27/2026,,,,,,,
TRUE,04/28/2026,Transferencia,TRUE,,2,3,,3/27/2026 11:06:00,MB1611,,Parvada Cowork,0,0,20,10,0,20,10,0,0,0.00,"$1,614.90","$1,744.09",60,,04/26/2026,Minorista,30,,30.00,3/27/2026,,,,,,,
TRUE,,,TRUE,,3,3,,3/27/2026 13:17:00,1055,FACTURACION DE R1609,Público en General,0,0,0,0,0,0,0,0,0,0.00,$0.00,$0.00,0,,03/27/2026,Ecomerce,0,,0.00,3/27/2026,,,,,,,
TRUE,,Transferencia,TRUE,,3,3,,3/27/2026 13:38:00,1056,facturaciuon de r1622,Público en General,0,0,0,0,0,0,0,0,0,0.00,$0.00,$0.00,0,,03/27/2026,Ecomerce,0,,0.00,3/27/2026,,,,,,,
FALSE,,,TRUE,,13,3,,3/27/2026 14:50:00,MB1612,,Mas natural mas sano,0,0,80,50,20,90,20,0,0,0.00,"$5,494.66","$5,934.23",260,,05/11/2026,Distribuidores,45,,45.00,3/27/2026,,,,,,,
FALSE,,,TRUE,,43,3,,3/27/2026 15:15:00,R1626,,La Comer,0,0,30,30,30,30,30,0,0,0.00,"$4,037.25","$4,360.23",150,,05/26/2026,Supermercados,60,,60.00,3/27/2026,,,,,,,
TRUE,03/26/2026,Transferencia,TRUE,,0,3,,3/27/2026 15:37:00,MB1613,,Gente Sana,0,0,0,10,20,10,0,0,0,0.00,"$1,076.60","$1,336.73",40,,04/26/2026,Minorista,30,,30.00,3/27/2026,,,,,,,
TRUE,07/05/2026,Transferencia,TRUE,,0,3,,3/27/2026 15:51:00,MB1614,,Mood Coffee,0,0,20,20,20,20,20,0,0,0.00,"$2,691.50","$2,906.82",100,,04/26/2026,Minorista,30,,30.00,3/27/2026,,,,,,,
FALSE,,,TRUE,,9,3,,3/27/2026 15:54:00,MB1615,,Promotora saludanat,30,0,0,40,80,0,0,0,0,0.00,"$3,901.08","$4,213.17",150,,05/11/2026,Conveniencia,45,,45.00,3/27/2026,,,,,,,
FALSE,,,TRUE,,4,3,,3/31/2026 13:15:00,MB1617,,HEB,40,40,400,280,200,360,0,0,0,0.00,"$31,696.00","$34,231.68","1,320",,06/29/2026,Supermercados,90,,90.00,3/31/2026,,,,,,,
TRUE,04/24/2026,Transferencia,TRUE,,5,4,,4/1/2026 13:15:00,MB1618,SUPER MODE GOMEZ MORIN,SUPER MODE,0,0,0,0,10,0,0,0,0,0.00,$232.10,$250.67,10,,05/16/2026,Supermercados,45,,45.00,4/1/2026,,,,,,,
TRUE,04/24/2026,Transferencia,TRUE,,5,4,,4/1/2026 13:15:00,MB1619,SUPER MODE VASCONCELOS,SUPER MODE,0,0,0,10,0,0,0,0,0,0.00,$235.80,$254.66,10,,05/16/2026,Supermercados,45,,45.00,4/1/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/6/2026 13:20:00,MB1620,,Tiendas Tres B,0,0,200,0,200,200,0,0,0,0.00,"$15,416.67","$16,650.00",600,,05/06/2026,Supermercados,30,,30.00,4/6/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/6/2026 16:45:00,MB1621,,Skala Gimnasio ,0,0,10,10,10,10,0,12,0,0.00,"$1,280.60","$1,383.05",52,,05/06/2026,Minorista,30,,30.00,4/6/2026,,,,,,,
TRUE,05/05/2026,Transferencia,TRUE,,0,4,,4/6/2026 16:55:00,MB1622,,Proshack,0,0,10,10,10,10,0,0,0,0.00,"$1,076.60","$1,162.73",40,,04/06/2026,Minorista,0,,0.00,4/6/2026,,,,,,,
TRUE,04/16/2026,Transferencia,TRUE,,0,4,,4/6/2026 17:45:00,MB1623,Mandarles una tasa y una playera blanca de Mountain Bites,Adamanta Escandon,0,0,30,20,30,20,0,0,0,0.00,"$2,691.50","$3,080.82",100,,05/06/2026,Minorista,30,,30.00,4/6/2026,,,,,,,
TRUE,03/04/2026,Transferencia,TRUE,,1,4,,4/6/2026 17:47:00,MB1624,,Oh My Goat,0,0,0,20,10,10,10,0,0,0.00,"$1,345.75","$1,627.41",50,,05/06/2026,Minorista,30,,30.00,4/6/2026,,,,,,,
TRUE,10/04/2026,Transferencia,TRUE,,0,4,,4/6/2026 17:49:00,MB1625,,Inercia Climbing,0,0,10,10,10,10,10,0,0,0.00,"$1,345.75","$1,627.41",50,,05/06/2026,Minorista,30,,30.00,4/6/2026,,,,,,,
FALSE,,,TRUE,,2,4,,4/6/2026 17:50:00,MB1626,HEALTHY BAR,Alpino Chipinque,15,15,0,0,0,0,0,0,0,0.00,"$1,024.80","$1,106.78",30,,05/06/2026,Conveniencia,30,,30.00,4/6/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/6/2026 17:51:00,MB1627,,Mercado Libre,0,0,20,20,0,20,0,0,0,0.00,"$1,614.90","$1,918.09",60,,04/06/2026,Ecomerce,0,,0.00,4/6/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/6/2026 17:51:00,R1627,ML 2000012364521853 - Eduardo Perez Dominguez,Mercado Libre,0,0,0,10,0,10,0,4,0,0.00,$612.35,$661.34,24,,04/06/2026,Ecomerce,0,,0.00,4/6/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/6/2026 17:52:00,MB1628,ML 2000012360536965 - José Rodriguez,Mercado Libre,0,0,10,0,0,10,0,0,0,0.00,$539.94,$583.14,20,,04/06/2026,Ecomerce,0,,0.00,4/6/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/6/2026 17:52:00,MB1629,ML 2000012334084437 - Eduardo Sebastian Gonzalez | Envío con Full,Mercado Libre,0,0,10,0,0,0,0,4,4,0.00,$422.08,$455.85,18,,04/06/2026,Ecomerce,0,,0.00,4/6/2026,,,,,,,
FALSE,,,TRUE,,9,4,,4/7/2026 11:37:00,MB1630,,Promotora saludanat,0,60,0,80,0,40,0,0,0,0.00,"$4,734.42","$5,113.17",180,,05/22/2026,Conveniencia,45,,45.00,4/7/2026,,,,,,,
TRUE,,Sin pago,TRUE,,0,4,,4/7/2026 17:11:00,R1628,Pedido realizado por Adrian Sandoval de Matacanes CANCELADA NOS GHOSTEO NUNCA SE REALIZO ,MATACANES,0,0,0,0,0,0,0,0,0,0.00,$0.00,$0.00,0,,04/07/2026,Minorista,0,,0.00,4/7/2026,,,,,,,
FALSE,,,TRUE,,13,4,,4/7/2026 17:43:00,MB1631,,Mas natural mas sano,0,0,50,30,30,60,60,0,0,0.00,"$4,860.65","$5,249.50",230,,05/22/2026,Distribuidores,45,,45.00,4/7/2026,,,,,,,
FALSE,,,TRUE,,5,4,,4/8/2026 11:07:00,MB1632,,Super Roma,0,0,10,10,0,0,0,0,0,0.00,$516.14,$557.43,20,,05/08/2026,Minorista,30,,30.00,4/8/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/8/2026 15:18:00,MB1633,ADAMANTA SATELITE,Adamanta Satélite,0,0,20,20,20,20,20,0,0,0.00,"$2,691.50","$3,080.82",100,,05/08/2026,Minorista,30,,30.00,4/8/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/9/2026 10:08:00,R1629,ML 2000012418172979 - Amalia Jiménez | Envío con Full,Mercado Libre,0,0,0,0,0,10,10,0,0,0.00,$529.16,$571.49,20,,04/09/2026,Ecomerce,0,,0.00,4/9/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/9/2026 10:08:00,R1630,ML 2000012410332033 - Cristel Estefania Gutierrez | Envío con Full,Mercado Libre,0,0,0,10,0,0,0,0,0,0.00,$273.91,$295.82,10,,04/09/2026,Ecomerce,0,,0.00,4/9/2026,,,,,,,
TRUE,10/04/2026,Transferencia,TRUE,,4,4,,4/9/2026 10:36:00,MB1634,WIX 10414 - Francisco Marcano Trejo | Credit/Debit Cards,www.mountainbites.mx,0,0,3,3,3,3,0,0,0,0.00,$360.00,$388.80,12,,04/24/2026,Ecomerce,15,,15.00,4/9/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/9/2026 13:40:00,MB1635,,Mercado Libre,5,5,20,20,0,20,0,0,0,0.00,"$1,956.50","$2,287.02",70,,04/09/2026,Ecomerce,0,,0.00,4/9/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/9/2026 13:50:00,R1631,AMAZON,Amazon,0,0,0,0,10,0,0,0,0,0.00,$379.63,$410.00,10,,04/24/2026,Ecomerce,15,,15.00,4/9/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/9/2026 13:51:00,R1632,,Amazon,0,0,0,10,0,0,0,0,0,0.00,$269.15,$290.68,10,,04/24/2026,Ecomerce,15,,15.00,4/9/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/9/2026 13:52:00,R1633,,Amazon,0,0,0,0,0,10,0,0,0,0.00,$379.63,$410.00,10,,04/24/2026,Ecomerce,15,,15.00,4/9/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/9/2026 13:53:00,R1634,,Amazon,0,0,0,10,0,0,0,0,0,0.00,$379.63,$410.00,10,,04/24/2026,Ecomerce,15,,15.00,4/9/2026,,,,,,,
FALSE,,,TRUE,,3,4,,4/10/2026 12:55:00,MB1636,,Super mayoreo naturista,30,30,0,0,40,0,0,0,0,0.00,"$2,689.26","$2,904.40",100,,05/25/2026,Conveniencia,45,,45.00,4/10/2026,,,,,,,
FALSE,,,TRUE,,9,4,,4/10/2026 12:56:00,MB1637,,Promotora saludanat,0,0,40,0,40,40,0,0,0,0.00,"$3,067.74","$3,313.16",120,,05/25/2026,Conveniencia,45,,45.00,4/10/2026,,,,,,,
TRUE,04/30/2026,Transferencia,TRUE,,1,4,,4/10/2026 13:05:00,MB1638,,Yaaxtal,0,0,20,0,30,30,30,0,0,0.00,"$3,196.60","$3,626.33",110,,05/10/2026,Minorista,30,,30.00,4/10/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/10/2026 15:09:00,R1635,ML 2000012439570195 - Alberto Osorno Ordoñez | Envío con Full,Mercado Libre,0,0,0,10,0,0,0,0,0,0.00,$243.61,$263.10,10,,04/10/2026,Ecomerce,0,,0.00,4/10/2026,,,,,,,
FALSE,,,TRUE,,5,4,,4/10/2026 15:18:00,MB1639,,VSG (Velo Sport Group),0,0,40,40,10,40,0,0,0,0.00,"$2,967.12","$3,204.49",130,,05/10/2026,Distribuidores,30,,30.00,4/10/2026,,,,,,,
TRUE,04/23/2026,Transferencia,TRUE,,0,4,,4/10/2026 15:33:00,MB1640,Agregar 10 Stickers de las neuvas.,Adamanta (revisar comentarios),0,0,30,30,10,30,30,0,0,0.00,"$3,498.95","$3,952.87",130,,12/30/1899,,0,,0.00,4/10/2026,,,,,,,
TRUE,04/17/2026,Transferencia,TRUE,,0,4,,4/10/2026 15:42:00,MB1641,,MOMO Coffee,25,25,60,0,0,40,40,0,0,0.00,"$5,476.10","$6,088.19",190,,05/10/2026,Minorista,30,,30.00,4/10/2026,,,,,,,
FALSE,,,TRUE,,5,4,,4/13/2026 10:33:00,MB1642,,SUPER MODE,0,0,10,0,20,0,0,20,20,20.00,"$1,716.30","$1,853.60",90,,05/28/2026,Supermercados,45,,45.00,4/13/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/13/2026 10:50:00,R1636,"Despachar Lunes 13 de Abril, Guía de Envío en Archivos.",Amazon,0,0,0,10,0,0,0,0,0,0.00,$269.15,$290.68,10,,04/28/2026,Ecomerce,15,,15.00,4/13/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/13/2026 12:07:00,MB1643,,Chichido,0,0,10,10,0,60,10,8,8,8.00,"$2,022.90","$2,184.73",114,,05/13/2026,Minorista,30,,30.00,4/13/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/13/2026 12:39:00,R1637,ML 2000012457397637 - Regina Resa | Envío con Full,Mercado Libre,0,0,0,0,0,0,10,0,0,0.00,$270.40,$292.03,10,,04/13/2026,Ecomerce,0,,0.00,4/13/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/14/2026 11:41:00,MB1644,,Ameyali Rocodromo,5,5,10,10,10,10,0,0,0,0.00,"$1,418.20","$1,705.66",50,,05/14/2026,Minorista,30,,30.00,4/14/2026,,,,,,,
TRUE,04/18/2026,Transferencia,TRUE,,0,4,,4/14/2026 12:41:00,MB1645,,Cafe UnaMuno,0,0,30,20,20,20,0,0,0,0.00,"$2,422.35","$2,616.14",90,,05/14/2026,Minorista,30,,30.00,4/14/2026,,,,,,,
TRUE,14/04/2026,Transferencia,TRUE,,0,4,,4/14/2026 14:40:00,1057,facturacion de R1638,MAHO CLINIC,15,0,0,0,0,0,0,0,0,0.00,$512.40,$657.79,15,,04/14/2026,Minorista,0,,0.00,4/14/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/15/2026 11:18:00,MB1646,Cliente: Arturo,Amazon,0,0,10,0,0,10,0,0,0,0.00,$739.81,$799.00,20,,04/30/2026,Ecomerce,15,,15.00,4/15/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/15/2026 11:20:00,R1639,Nombre del Comprador: Sergio,Amazon,0,0,10,0,0,10,0,0,0,0.00,$739.81,$799.00,20,,04/30/2026,Ecomerce,15,,15.00,4/15/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/15/2026 11:21:00,R1640,Cliente: Claudio,Amazon,0,0,20,0,10,70,0,0,0,0.00,"$3,975.19","$4,293.21",100,,04/30/2026,Ecomerce,15,,15.00,4/15/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/15/2026 18:24:00,R1641,ML 2000012514218211 - Aida Janette Enriquez Rueda | Envío con Full,Mercado Libre,0,0,0,0,0,0,10,0,0,0.00,$323.61,$349.50,10,,04/15/2026,Ecomerce,0,,0.00,4/15/2026,,,,,,,
FALSE,,,TRUE,,43,4,,4/17/2026 10:14:00,MB1648,,La Comer,5,5,10,0,0,10,0,0,0,0.00,$879.90,"$1,031.49",30,,06/16/2026,Supermercados,60,,60.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/17/2026 10:42:00,R1642,Rebeca Barba,Amazon,0,0,0,0,0,10,0,0,0,0.00,$379.63,$410.00,10,,05/02/2026,Ecomerce,15,,15.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/17/2026 10:42:00,R1643,Erika Hernandez,Amazon,0,0,0,0,10,0,0,0,0,0.00,$379.63,$410.00,10,,05/02/2026,Ecomerce,15,,15.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/17/2026 10:43:00,R1644,Massiel Islas,Amazon,0,0,0,0,10,10,0,0,0,0.00,$759.26,$820.00,20,,05/02/2026,Ecomerce,15,,15.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/17/2026 10:48:00,R1645,ML 2000012536164413 - Rodrigo Hernandez | Envío con Full,Mercado Libre,0,0,0,10,0,0,0,0,0,0.00,$289.06,$312.18,10,,04/17/2026,Ecomerce,0,,0.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,43,4,,4/17/2026 15:38:00,R1646,,La Comer,0,0,30,30,30,30,30,0,0,0.00,"$4,037.25","$4,360.23",150,,06/16/2026,Supermercados,60,,60.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,43,4,,4/17/2026 15:41:00,R1647,lopez mateos,La Comer,0,0,20,20,20,20,20,0,0,0.00,"$2,691.50","$2,906.82",100,,06/16/2026,Supermercados,60,,60.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,43,4,,4/17/2026 15:42:00,R1648,valle real,La Comer,0,0,30,30,30,30,30,0,0,0.00,"$4,037.25","$4,360.23",150,,06/16/2026,Supermercados,60,,60.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/17/2026 15:44:00,R1649,ML 2000012561076127 - Priscila Torres | Envío con Full,Mercado Libre,0,0,0,0,0,0,0,0,0,4.00,$70.54,$76.18,4,,04/17/2026,Ecomerce,0,,0.00,4/17/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/20/2026 12:14:00,R1650,Luis,Adamanta Gonzalitos,0,0,0,0,10,0,0,0,0,0.00,$379.63,$410.00,10,,05/20/2026,Minorista,30,,30.00,4/20/2026,,,,,,,
FALSE,,,TRUE,,13,4,,4/20/2026 12:19:00,MB1649,,Mas natural mas sano,0,0,60,30,20,30,40,0,0,0.00,"$3,803.94","$4,108.26",180,,06/04/2026,Distribuidores,45,,45.00,4/20/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/20/2026 12:53:00,R1651,ML 2000012599339147 - Allan Javier Hernandez | Envio con Full,Mercado Libre,0,0,0,0,0,10,0,0,0,0.00,$327.78,$354.00,10,,04/20/2026,Ecomerce,0,,0.00,4/20/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/20/2026 12:53:00,R1652,ML 2000012588986419 - Beatriz Elena Rohde Angulo | Envío con Full,Mercado Libre,0,0,0,0,0,10,10,0,0,0.00,$651.39,$703.50,20,,04/20/2026,Ecomerce,0,,0.00,4/20/2026,,,,,,,
TRUE,04/23/2026,Transferencia,TRUE,,1,4,,4/20/2026 15:38:00,MB1650,Adamanta Gonzalitos,Adamanta Gonzalitos,0,0,30,20,20,30,20,0,0,0.00,"$3,229.80","$3,488.18",120,,05/20/2026,Minorista,30,,30.00,4/20/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/20/2026 15:44:00,R1653,Anne Damon,Amazon,0,0,0,0,0,20,0,0,0,0.00,$759.26,$820.00,20,,05/05/2026,Ecomerce,15,,15.00,4/20/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/20/2026 15:45:00,R1654,Anne Damon,Amazon,0,0,0,0,40,0,0,0,0,0.00,"$1,076.60","$1,162.73",40,,05/05/2026,Ecomerce,15,,15.00,4/20/2026,,,,,,,
FALSE,,,TRUE,,3,4,,4/21/2026 10:29:00,MB1651,,Bhalai,0,10,0,0,0,0,0,0,0,0.00,$341.60,$450.13,10,,06/20/2026,Minorista,60,,60.00,4/21/2026,,,,,,,
FALSE,,,TRUE,,43,4,,4/21/2026 10:57:00,R1655,cumbres,La Comer,0,0,0,0,200,0,0,0,0,0.00,"$5,383.00","$5,813.64",200,,06/20/2026,Supermercados,60,,60.00,4/21/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/22/2026 11:33:00,R1656,KARIN,Amazon,0,0,0,0,0,10,0,0,0,0.00,$379.63,$410.00,10,,05/07/2026,Ecomerce,15,,15.00,4/22/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/22/2026 11:33:00,R1657,OLIVER ZARRAGA,Amazon,0,0,0,0,10,0,0,0,0,0.00,$379.63,$410.00,10,,05/07/2026,Ecomerce,15,,15.00,4/22/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/22/2026 16:48:00,R1658,Alicia talia lanz rodriguez,Amazon,0,0,0,0,0,0,10,0,0,0.00,$351.19,$379.29,10,,05/07/2026,Ecomerce,15,,15.00,4/22/2026,,,,,,,
FALSE,,,TRUE,,114,4,,4/23/2026 11:27:00,MB1652,,Mercado Libre,0,0,60,60,0,60,0,0,0,0.00,"$4,844.70","$5,406.28",180,,04/23/2026,Ecomerce,0,,0.00,4/23/2026,,,,,,,
FALSE,,,TRUE,,3,4,,4/23/2026 12:51:00,R1659,,Público en General,0,0,0,0,10,0,0,0,0,0.00,$568.24,$613.70,10,,04/23/2026,Ecomerce,0,,0.00,4/23/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/24/2026 10:53:00,MB1653,,Rockera Muro de Escalada,0,0,20,20,20,20,20,0,0,0.00,"$2,691.50","$3,080.82",100,,05/24/2026,Minorista,30,,30.00,4/24/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/24/2026 12:19:00,R1660,Diego Rangel,Amazon,0,0,0,0,10,10,10,0,0,0.00,"$1,138.89","$1,230.00",30,,05/09/2026,Ecomerce,15,,15.00,4/24/2026,,,,,,,
FALSE,,,TRUE,,30,4,,4/24/2026 12:23:00,R1661,Oscar Fonesca,Amazon,0,0,10,0,0,10,0,0,0,0.00,$739.81,$799.00,20,,05/09/2026,Ecomerce,15,,15.00,4/24/2026,,,,,,,
FALSE,,,TRUE,,1,4,,4/24/2026 12:26:00,MB1654,,Azend Studio,0,0,0,20,20,0,10,0,0,0.00,"$1,345.75","$1,627.41",50,,05/24/2026,Minorista,30,,30.00,4/24/2026,,,,,,,
